,name,institution,old_country_name_acquired,current_country_name_acquired,city,state,year,field,acquired_lat,acquired_lon,acquired_country_short_name,birth_country_old_name,birth_country_current_name,birth_lat,birth_lon,birth_country_short_name,age
862,Zhores I. Alferov,A.F. Ioffe Physico-Technical Institute,Russia,Russia,St. Petersburg,,2000,Physics,59.9342802,30.3350986,RU,USSR,Belarus,53.709807,27.953389,BY,70
367,Ivan Pavlov,Military Medical Academy,Russia,Russia,St. Petersburg,,1904,Physiology or Medicine,59.9342802,30.3350986,RU,Russia,Russia,61.52401,105.318756,RU,55
404,Jens C. Skou,Aarhus University,Denmark,Denmark,Aarhus,,1997,Chemistry,56.162939,10.203921,DK,Denmark,Denmark,56.26392,9.501785,DK,79
138,Dale T. Mortensen,Aarhus University,Denmark,Denmark,Aarhus,,2010,Economic Sciences,56.162939,10.203921,DK,USA,USA,37.09024,-95.712891,US,71
138,Dale T. Mortensen,Northwestern University,USA,USA,Evanston,IL,2010,Economic Sciences,42.0450722,-87.6876969,US,USA,USA,37.09024,-95.712891,US,71
494,Lev Landau,Academy of Sciences,Russia,Russia,Moscow,,1962,Physics,55.755826,37.6173,RU,Russian Empire,Azerbaijan,40.143105,47.576927,AZ,54
636,Pyotr Kapitsa,Academy of Sciences,Russia,Russia,Moscow,,1978,Physics,55.755826,37.6173,RU,Russian Empire,Russia,61.52401,105.318756,RU,84
491,Leonid Vitaliyevich Kantorovich,Academy of Sciences,Russia,Russia,Moscow,,1975,Economic Sciences,55.755826,37.6173,RU,Russian Empire,Russia,61.52401,105.318756,RU,63
575,Nikolay Semenov,Institute for Chemical Physics of the Academy of Sciences of the USSR,Russia,Russia,Moscow,,1956,Chemistry,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,60
811,Vitaly L. Ginzburg,P.N. Lebedev Physical Institute,Russia,Russia,Moscow,,2003,Physics,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,87
615,Pavel A. Cherenkov,P.N. Lebedev Physical Institute,Russia,Russia,Moscow,,1958,Physics,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,54
355,Igor Y. Tamm,P.N. Lebedev Physical Institute,Russia,Russia,Moscow,,1958,Physics,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,63
355,Igor Y. Tamm,University of Moscow,Russia,Russia,Moscow,,1958,Physics,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,63
358,Il´ja M. Frank,P.N. Lebedev Physical Institute,Russia,Russia,Moscow,,1958,Physics,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,50
358,Il´ja M. Frank,University of Moscow,Russia,Russia,Moscow,,1958,Physics,55.755826,37.6173,RU,Russia,Russia,61.52401,105.318756,RU,50
570,Nicolay G. Basov,P.N. Lebedev Physical Institute,Russia,Russia,Moscow,,1964,Physics,55.755826,37.6173,RU,USSR,Russia,61.52401,105.318756,RU,42
27,Aleksandr M. Prokhorov,P.N. Lebedev Physical Institute,Russia,Russia,Moscow,,1964,Physics,55.755826,37.6173,RU,Australia,Australia,-25.274398,133.775136,AU,48
435,John R. Hicks,All Souls College,United Kingdom,United Kingdom,Oxford,,1972,Economic Sciences,51.7520209,-1.2577263,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,68
240,Frederick Soddy,University of Oxford,United Kingdom,United Kingdom,Oxford,,1921,Chemistry,51.7520209,-1.2577263,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,44
758,Sir Robert Robinson,University of Oxford,United Kingdom,United Kingdom,Oxford,,1947,Chemistry,51.7520209,-1.2577263,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,61
744,Sir Cyril Hinshelwood,University of Oxford,United Kingdom,United Kingdom,Oxford,,1956,Chemistry,51.7520209,-1.2577263,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,59
743,Sir Charles Sherrington,University of Oxford,United Kingdom,United Kingdom,Oxford,,1932,Physiology or Medicine,51.7520209,-1.2577263,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,75
207,Ernst B. Chain,University of Oxford,United Kingdom,United Kingdom,Oxford,,1945,Physiology or Medicine,51.7520209,-1.2577263,GB,Germany,Germany,51.165691,10.451526,DE,39
749,Sir Howard Florey,University of Oxford,United Kingdom,United Kingdom,Oxford,,1945,Physiology or Medicine,51.7520209,-1.2577263,GB,Australia,Australia,-25.274398,133.775136,AU,47
693,Rodney R. Porter,University of Oxford,United Kingdom,United Kingdom,Oxford,,1972,Physiology or Medicine,51.7520209,-1.2577263,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,55
574,Nikolaas Tinbergen,University of Oxford,United Kingdom,United Kingdom,Oxford,,1973,Physiology or Medicine,51.7520209,-1.2577263,GB,the Netherlands,the Netherlands,52.132633,5.291266,NL,66
160,Dorothy Crowfoot Hodgkin,University of Oxford,United Kingdom,United Kingdom,Oxford,,1964,Chemistry,51.7520209,-1.2577263,GB,Egypt,Egypt,26.820553,30.802498,EG,54
634,Pieter Zeeman,Amsterdam University,the Netherlands,the Netherlands,Amsterdam,,1902,Physics,52.3702157,4.8951679,NL,the Netherlands,the Netherlands,52.132633,5.291266,NL,37
410,Johannes Diderik van der Waals,Amsterdam University,the Netherlands,the Netherlands,Amsterdam,,1910,Physics,52.3702157,4.8951679,NL,the Netherlands,the Netherlands,52.132633,5.291266,NL,73
29,Alexei A. Abrikosov,Argonne National Laboratory,USA,USA,Argonne,IL,2003,Physics,41.7154437,-87.9834563,US,USSR,Russia,61.52401,105.318756,RU,75
175,Edward C. Prescott,Arizona State University,USA,USA,Tempe,AZ,2004,Economic Sciences,33.4255104,-111.9400054,US,USA,USA,37.09024,-95.712891,US,64
175,Edward C. Prescott,Federal Reserve Bank of Minneapolis,USA,USA,Minneapolis,MN,2004,Economic Sciences,44.977753,-93.2650108,US,USA,USA,37.09024,-95.712891,US,64
188,Elinor Ostrom,Arizona State University,USA,USA,Tempe,AZ,2009,Economic Sciences,33.4255104,-111.9400054,US,USA,USA,37.09024,-95.712891,US,76
188,Elinor Ostrom,Indiana University,USA,USA,Bloomington,IN,2009,Economic Sciences,39.165325,-86.5263857,US,USA,USA,37.09024,-95.712891,US,76
649,Riccardo Giacconi,Associated Universities Inc.,USA,USA,Washington,DC,2002,Physics,38.9071923,-77.0368707,US,Italy,Italy,41.87194,12.56738,IT,71
406,Jerome Karle,US Naval Research Laboratory,USA,USA,Washington,DC,1985,Chemistry,38.9071923,-77.0368707,US,USA,USA,37.09024,-95.712891,US,67
421,John Cockcroft,Atomic Energy Research Establishment,United Kingdom,United Kingdom,Berkshire,,1951,Physics,51.4659863,-1.2814014,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,54
752,Sir John Eccles,Australian National University,Australia,Australia,Canberra,,1963,Physiology or Medicine,-35.2819998,149.1286843,AU,Australia,Australia,-25.274398,133.775136,AU,60
91,Brian P. Schmidt,Australian National University,Australia,Australia,Weston Creek,,2011,Physics,-35.3419405,149.0488884,AU,USA,USA,37.09024,-95.712891,US,44
572,Niels K. Jerne,Basel Institute for Immunology,Switzerland,Switzerland,Basel,,1984,Physiology or Medicine,47.5674422,7.5975507,CH,United Kingdom,United Kingdom,55.378051,-3.435973,GB,73
278,Georges J.F. Köhler,Basel Institute for Immunology,Switzerland,Switzerland,Basel,,1984,Physiology or Medicine,47.5674422,7.5975507,CH,Germany,Germany,51.165691,10.451526,DE,38
774,Tadeus Reichstein,Basel University,Switzerland,Switzerland,Basel,,1950,Physiology or Medicine,47.5674422,7.5975507,CH,Poland,Poland,51.919438,19.145136,PL,53
822,Werner Arber,Biozentrum der Universität,Switzerland,Switzerland,Basel,,1978,Physiology or Medicine,47.5674422,7.5975507,CH,Switzerland,Switzerland,46.818188,8.227512,CH,49
613,Paul Müller,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Switzerland,Switzerland,Basel,,1948,Physiology or Medicine,47.5674422,7.5975507,CH,Switzerland,Switzerland,46.818188,8.227512,CH,49
61,Arno Penzias,Bell Laboratories,USA,USA,Holmdel,NJ,1978,Physics,40.3451095,-74.1840322,US,Germany,Germany,51.165691,10.451526,DE,45
691,Robert Woodrow Wilson,Bell Laboratories,USA,USA,Holmdel,NJ,1978,Physics,40.3451095,-74.1840322,US,USA,USA,37.09024,-95.712891,US,42
267,George E. Smith,Bell Laboratories,USA,USA,Murray Hill,NJ,2009,Physics,40.6953793,-74.4009849,US,USA,USA,37.09024,-95.712891,US,79
829,Willard S. Boyle,Bell Laboratories,USA,USA,Murray Hill,NJ,2009,Physics,40.6953793,-74.4009849,US,Canada,Canada,56.130366,-106.346771,CA,85
814,Walter H. Brattain,Bell Telephone Laboratories,USA,USA,Murray Hill,NJ,1956,Physics,40.6953793,-74.4009849,US,China,China,35.86166,104.195397,CN,54
629,Philip W. Anderson,Bell Telephone Laboratories,USA,USA,Murray Hill,NJ,1977,Physics,40.6953793,-74.4009849,US,USA,USA,37.09024,-95.712891,US,54
129,Clinton Davisson,Bell Telephone Laboratories,USA,USA,New York,NY,1937,Physics,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,56
32,Alfred D. Hershey,Carnegie Institution of Washington,USA,USA,New York,NY,1969,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,61
320,Harry M. Markowitz,City University of New York,USA,USA,New York,NY,1990,Economic Sciences,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,63
365,Isidor Isaac Rabi,Columbia University,USA,USA,New York,NY,1944,Physics,40.7127837,-74.0059413,US,Austria-Hungary,Poland,51.919438,19.145136,PL,46
349,Hideki Yukawa,Columbia University,USA,USA,New York,NY,1949,Physics,40.7127837,-74.0059413,US,Japan,Japan,36.204824,138.252924,JP,42
349,Hideki Yukawa,Kyoto Imperial University,Japan,Japan,Kyoto,,1949,Physics,35.0116363,135.7680294,JP,Japan,Japan,36.204824,138.252924,JP,42
635,Polykarp Kusch,Columbia University,USA,USA,New York,NY,1955,Physics,40.7127837,-74.0059413,US,Germany,Germany,51.165691,10.451526,DE,44
800,Tsung-Dao Lee,Columbia University,USA,USA,New York,NY,1957,Physics,40.7127837,-74.0059413,US,China,China,35.86166,104.195397,CN,31
391,James Rainwater,Columbia University,USA,USA,New York,NY,1975,Physics,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,58
352,Horst L. Störmer,Columbia University,USA,USA,New York,NY,1998,Physics,40.7127837,-74.0059413,US,West Germany,Germany,51.165691,10.451526,DE,49
317,Harold C. Urey,Columbia University,USA,USA,New York,NY,1934,Chemistry,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,41
527,Martin Chalfie,Columbia University,USA,USA,New York,NY,2008,Chemistry,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,61
156,Dickinson W. Richards,Columbia University,USA,USA,New York,NY,1956,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,61
199,Eric R. Kandel,Columbia University,USA,USA,New York,NY,2000,Physiology or Medicine,40.7127837,-74.0059413,US,Austria,Austria,47.516231,14.550072,AT,71
650,Richard Axel,Columbia University,USA,USA,New York,NY,2004,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,58
568,Nicholas Murray Butler,Columbia University,USA,USA,New York,NY,1931,Peace,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,69
845,William Vickrey,Columbia University,USA,USA,New York,NY,1996,Economic Sciences,40.7127837,-74.0059413,US,Canada,Canada,56.130366,-106.346771,CA,82
667,Robert A. Mundell,Columbia University,USA,USA,New York,NY,1999,Economic Sciences,40.7127837,-74.0059413,US,Canada,Canada,56.130366,-106.346771,CA,67
441,Joseph E. Stiglitz,Columbia University,USA,USA,New York,NY,2001,Economic Sciences,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,58
169,Edmund S. Phelps,Columbia University,USA,USA,New York,NY,2006,Economic Sciences,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,73
50,André F. Cournand,Columbia University Division,USA,USA,New York,NY,1956,Physiology or Medicine,40.7127837,-74.0059413,US,France,France,46.227638,2.213749,FR,61
543,Max Theiler,Laboratories of the Division of Medicine and Public Health,USA,USA,New York,NY,1951,Physiology or Medicine,40.7127837,-74.0059413,US,South Africa,South Africa,-30.559482,22.937506,ZA,52
676,Robert F. Engle III,New York University,USA,USA,New York,NY,2003,Economic Sciences,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,61
789,Thomas J. Sargent,New York University,USA,USA,New York,NY,2011,Economic Sciences,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,68
725,Severo Ochoa,New York University,USA,USA,New York,NY,1959,Physiology or Medicine,40.7127837,-74.0059413,US,Spain,Spain,40.463667,-3.74922,ES,54
30,Alexis Carrel,Rockefeller Institute for Medical Research,USA,USA,New York,NY,1912,Physiology or Medicine,40.7127837,-74.0059413,US,France,France,46.227638,2.213749,FR,39
461,Karl Landsteiner,Rockefeller Institute for Medical Research,USA,USA,New York,NY,1930,Physiology or Medicine,40.7127837,-74.0059413,US,Austrian Empire,Austria,47.516231,14.550072,AT,62
343,Herbert S. Gasser,Rockefeller Institute for Medical Research,USA,USA,New York,NY,1944,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,56
176,Edward Tatum,Rockefeller Institute for Medical Research,USA,USA,New York,NY,1958,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,49
761,Stanford Moore,Rockefeller University,USA,USA,New York,NY,1972,Chemistry,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,59
841,William H. Stein,Rockefeller University,USA,USA,New York,NY,1972,Chemistry,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,61
93,Bruce Merrifield,Rockefeller University,USA,USA,New York,NY,1984,Chemistry,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,63
692,Roderick MacKinnon,Rockefeller University,USA,USA,New York,NY,2003,Chemistry,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,47
626,Peyton Rous,Rockefeller University,USA,USA,New York,NY,1966,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,87
306,Haldan K. Hartline,Rockefeller University,USA,USA,New York,NY,1967,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,64
280,Gerald M. Edelman,Rockefeller University,USA,USA,New York,NY,1972,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,43
122,Christian de Duve,Rockefeller University,USA,USA,New York,NY,1974,Physiology or Medicine,40.7127837,-74.0059413,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,57
122,Christian de Duve,Université Catholique de Louvain,Belgium,Belgium,Louvain,,1974,Physiology or Medicine,50.883333,4.7,BE,United Kingdom,United Kingdom,55.378051,-3.435973,GB,57
301,Günter Blobel,Rockefeller University,USA,USA,New York,NY,1999,Physiology or Medicine,40.7127837,-74.0059413,US,Germany,Poland,51.919438,19.145136,PL,63
606,Paul Greengard,Rockefeller University,USA,USA,New York,NY,2000,Physiology or Medicine,40.7127837,-74.0059413,US,USA,USA,37.09024,-95.712891,US,75
642,Ralph M. Steinman,Rockefeller University,USA,USA,New York,NY,2011,Physiology or Medicine,40.7127837,-74.0059413,US,Canada,Canada,56.130366,-106.346771,CA,68
542,Max Planck,Berlin University,Germany,Germany,Berlin,,1918,Physics,52.5200066,13.404954,DE,Schleswig,Germany,51.165691,10.451526,DE,60
211,Erwin Schrödinger,Berlin University,Germany,Germany,Berlin,,1933,Physics,52.5200066,13.404954,DE,Austria,Austria,47.516231,14.550072,AT,46
380,Jacobus H. van 't Hoff,Berlin University,Germany,Germany,Berlin,,1901,Chemistry,52.5200066,13.404954,DE,the Netherlands,the Netherlands,52.132633,5.291266,NL,49
191,Emil Fischer,Berlin University,Germany,Germany,Berlin,,1902,Chemistry,52.5200066,13.404954,DE,Prussia,Germany,51.165691,10.451526,DE,50
818,Walther Nernst,Berlin University,Germany,Germany,Berlin,,1920,Chemistry,52.5200066,13.404954,DE,Prussia,Germany,51.165691,10.451526,DE,56
621,Peter Debye,Berlin University,Germany,Germany,Berlin,,1936,Chemistry,52.5200066,13.404954,DE,the Netherlands,the Netherlands,52.132633,5.291266,NL,52
621,Peter Debye,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Germany,Germany,Berlin,,1936,Chemistry,52.5200066,13.404954,DE,the Netherlands,the Netherlands,52.132633,5.291266,NL,52
7,Adolf Butenandt,Berlin University,Germany,Germany,Berlin,,1939,Chemistry,52.5200066,13.404954,DE,Germany,Germany,51.165691,10.451526,DE,36
7,Adolf Butenandt,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Germany,Germany,Berlin-Dahlem,,1939,Chemistry,52.458056,13.2875,DE,Germany,Germany,51.165691,10.451526,DE,36
285,Gerhard Ertl,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Germany,Berlin,,2007,Chemistry,52.5200066,13.404954,DE,Germany,Germany,51.165691,10.451526,DE,71
685,Robert Koch,Institute for Infectious Diseases,Germany,Germany,Berlin,,1905,Physiology or Medicine,52.5200066,13.404954,DE,Germany,Germany,51.165691,10.451526,DE,62
20,Albert Einstein,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Germany,Germany,Berlin,,1921,Physics,52.5200066,13.404954,DE,Germany,Germany,51.165691,10.451526,DE,42
170,Eduard Buchner,Landwirtschaftliche Hochschule (Agricultural College),Germany,Germany,Berlin,,1907,Chemistry,52.5200066,13.404954,DE,Bavaria,Germany,51.165691,10.451526,DE,47
778,Theodor Kocher,Berne University,Switzerland,Switzerland,Berne,,1909,Physiology or Medicine,46.9479222,7.4446085,CH,Switzerland,Switzerland,46.818188,8.227512,CH,68
578,Norman Haworth,Birmingham University,United Kingdom,United Kingdom,Birmingham,,1937,Chemistry,52.486243,-1.890401,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,54
585,Osamu Shimomura,Boston University Medical School,USA,USA,Massachusetts,MA,2008,Chemistry,42.4072107,-71.3824374,US,Japan,Japan,36.204824,138.252924,JP,80
585,Osamu Shimomura,Marine Biological Laboratory (MBL),USA,USA,Woods Hole,MA,2008,Chemistry,41.5264977,-70.6730857,US,Japan,Japan,36.204824,138.252924,JP,80
440,Joseph E. Murray,Brigham and Women's Hospital,USA,USA,Boston,MA,1990,Physiology or Medicine,42.3600825,-71.0588801,US,USA,USA,37.09024,-95.712891,US,71
42,Alvin E. Roth,Harvard Business School,USA,USA,Boston,MA,2012,Economic Sciences,42.3600825,-71.0588801,US,USA,USA,37.09024,-95.712891,US,61
42,Alvin E. Roth,Harvard University,USA,USA,Cambridge,MA,2012,Economic Sciences,42.3736158,-71.1097335,US,USA,USA,37.09024,-95.712891,US,61
247,Fritz Lipmann,Harvard Medical School,USA,USA,Boston,MA,1953,Physiology or Medicine,42.3600825,-71.0588801,US,Germany,Russia,61.52401,105.318756,RU,54
247,Fritz Lipmann,Massachusetts General Hospital,USA,USA,Boston,MA,1953,Physiology or Medicine,42.3600825,-71.0588801,US,Germany,Russia,61.52401,105.318756,RU,54
425,John F. Enders,Harvard Medical School,USA,USA,Boston,MA,1954,Physiology or Medicine,42.3600825,-71.0588801,US,USA,USA,37.09024,-95.712891,US,57
425,John F. Enders,Research Division of Infectious Diseases,USA,USA,Boston,MA,1954,Physiology or Medicine,42.3600825,-71.0588801,US,USA,USA,37.09024,-95.712891,US,57
77,Baruj Benacerraf,Harvard Medical School,USA,USA,Boston,MA,1980,Physiology or Medicine,42.3600825,-71.0588801,US,Venezuela,Venezuela,6.42375,-66.58973,VE,60
147,David H. Hubel,Harvard Medical School,USA,USA,Boston,MA,1981,Physiology or Medicine,42.3600825,-71.0588801,US,Canada,Canada,56.130366,-106.346771,CA,55
797,Torsten N. Wiesel,Harvard Medical School,USA,USA,Boston,MA,1981,Physiology or Medicine,42.3600825,-71.0588801,US,Sweden,Sweden,60.128161,18.643501,SE,57
379,Jack W. Szostak,Harvard Medical School,USA,USA,Boston,MA,2009,Physiology or Medicine,42.3600825,-71.0588801,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,57
379,Jack W. Szostak,Massachusetts General Hospital,USA,USA,Boston,MA,2009,Physiology or Medicine,42.3600825,-71.0588801,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,57
379,Jack W. Szostak,Howard Hughes Medical Institute,USA,USA,Chevy Chase,MD,2009,Physiology or Medicine,38.9949153,-77.0772052,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,57
843,William P. Murphy,Peter Brent Brigham Hospital,USA,USA,Boston,MA,1934,Physiology or Medicine,42.3600825,-71.0588801,US,USA,USA,37.09024,-95.712891,US,42
843,William P. Murphy,Harvard University,USA,USA,Cambridge,MA,1934,Physiology or Medicine,42.3736158,-71.1097335,US,USA,USA,37.09024,-95.712891,US,42
788,Thomas H. Weller,Research Division of Infectious Diseases,USA,USA,Boston,MA,1954,Physiology or Medicine,42.3600825,-71.0588801,US,USA,USA,37.09024,-95.712891,US,39
108,Cecil Powell,Bristol University,United Kingdom,United Kingdom,Bristol,,1950,Physics,51.454513,-2.58791,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,47
489,Leon N. Cooper,Brown University,USA,USA,Providence,RI,1972,Physics,41.8239891,-71.4128343,US,USA,USA,37.09024,-95.712891,US,42
452,Jules Bordet,Brussels University,Belgium,Belgium,Brussels,,1919,Physiology or Medicine,50.8503396,4.3517103,BE,Belgium,Belgium,50.503887,4.469936,BE,49
231,François Englert,Université Libre de Bruxelles,Belgium,Belgium,Brussels,,2013,Physics,50.8503396,4.3517103,BE,Belgium,Belgium,50.503887,4.469936,BE,81
357,Ilya Prigogine,Université Libre de Bruxelles,Belgium,Belgium,Brussels,,1977,Chemistry,50.8503396,4.3517103,BE,Russia,Russia,61.52401,105.318756,RU,60
357,Ilya Prigogine,University of Texas,USA,USA,Austin,TX,1977,Chemistry,30.267153,-97.7430608,US,Russia,Russia,61.52401,105.318756,RU,60
110,Charles Edouard Guillaume,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),France,France,Sèvres,,1920,Physics,48.8212407,2.2109771,FR,Switzerland,Switzerland,46.818188,8.227512,CH,59
759,Sir Venkata Raman,Calcutta University,India,India,Calcutta,,1930,Physics,22.572646,88.363895,IN,India,India,20.593684,78.96288,IN,42
666,Robert A. Millikan,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1923,Physics,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,55
100,Carl D. Anderson,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1936,Physics,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,31
708,Rudolf Mössbauer,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1961,Physics,34.1477849,-118.1445155,US,Germany,Germany,51.165691,10.451526,DE,32
708,Rudolf Mössbauer,Technical University,Federal Republic of Germany,Federal Republic of Germany,Munich,,1961,Physics,48.1351253,11.5819806,DE,Germany,Germany,51.165691,10.451526,DE,32
657,Richard P. Feynman,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1965,Physics,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,47
561,Murray Gell-Mann,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1969,Physics,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,40
831,William A. Fowler,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1983,Physics,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,72
303,H. David Politzer,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,2004,Physics,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,55
497,Linus Pauling,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1954,Chemistry,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,53
709,Rudolph A. Marcus,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1992,Chemistry,34.1477849,-118.1445155,US,Canada,Canada,56.130366,-106.346771,CA,69
11,Ahmed Zewail,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1999,Chemistry,34.1477849,-118.1445155,US,Egypt,Egypt,26.820553,30.802498,EG,53
679,Robert H. Grubbs,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,2005,Chemistry,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,63
787,Thomas H. Morgan,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1933,Physiology or Medicine,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,67
262,George Beadle,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1958,Physiology or Medicine,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,55
540,Max Delbrück,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1969,Physiology or Medicine,34.1477849,-118.1445155,US,Germany,Germany,51.165691,10.451526,DE,63
698,Roger W. Sperry,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1981,Physiology or Medicine,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,68
173,Edward B. Lewis,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1995,Physiology or Medicine,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,77
498,Linus Pauling,California Institute of Technology (Caltech),USA,USA,Pasadena,CA,1962,Peace,34.1477849,-118.1445155,US,USA,USA,37.09024,-95.712891,US,61
753,Sir Martin J. Evans,Cardiff University,United Kingdom,United Kingdom,Cardiff,,2007,Physiology or Medicine,51.481581,-3.17909,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,66
591,Otto Stern,Carnegie Institute of Technology,USA,USA,Pittsburgh,PA,1943,Physics,40.4406248,-79.9958864,US,Germany,Poland,51.919438,19.145136,PL,55
340,Herbert A. Simon,Carnegie Mellon University,USA,USA,Pittsburgh,PA,1978,Economic Sciences,40.4406248,-79.9958864,US,USA,USA,37.09024,-95.712891,US,62
224,Finn E. Kydland,Carnegie Mellon University,USA,USA,Pittsburgh,PA,2004,Economic Sciences,40.4406248,-79.9958864,US,Norway,Norway,60.472024,8.468946,NO,61
224,Finn E. Kydland,University of California,USA,USA,Santa Barbara,CA,2004,Economic Sciences,34.4208305,-119.6981901,US,Norway,Norway,60.472024,8.468946,NO,61
390,James M. Buchanan Jr.,Center for Study of Public Choice,USA,USA,Fairfax,VA,1986,Economic Sciences,38.8462236,-77.3063733,US,USA,USA,37.09024,-95.712891,US,67
806,Vernon L. Smith,George Mason University,USA,USA,Fairfax,VA,2002,Economic Sciences,38.8462236,-77.3063733,US,USA,USA,37.09024,-95.712891,US,75
294,Godfrey N. Hounsfield,Central Research Laboratories,United Kingdom,United Kingdom,London,,1979,Physiology or Medicine,51.5073509,-0.1277583,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,60
177,Edward V. Appleton,Department of Scientific and Industrial Research,United Kingdom,United Kingdom,London,,1947,Physics,51.5073509,-0.1277583,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,55
